,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0075,368561,380323,97856,1378176,217340,435615,648030,379290,259295,337877,1046204,367541,376504,375098,455514,504096,1040608,1561999,441761,482362,342846,1384350,269701,320039,1033526,840766,914881,501515,1296081,315286,1387795,216533,174660,102142,648032,1562135,200068,339169,-1,339169,504268,103885,652137,977933,504268,103885,652137,144402,103097,184788,499314,482353,1040470,1380201,156400,,,,,,,,,,,,,
0076,118738,107209,390291,1672938,526942,167256,957632,96958,228337,25465,1341663,130267,110299,111031,187155,726442,1335430,1714448,173403,367940,23674,1679112,227421,629641,1328298,1150368,1067330,723813,1590843,624888,1682557,526135,339785,386366,957633,1714584,258837,21058,-1,21058,241425,389400,961739,1200279,241425,389400,961739,183586,388197,136522,721660,367931,1335292,1674963,171645,,,,,,,,,,,,,
0077,198568,187039,267775,1565263,404426,247086,835117,176788,195548,135375,1233291,189640,190129,190862,266986,712450,1227695,1708936,253233,362428,140344,1571436,181036,507125,1220612,1027852,1061818,709869,1483167,502373,1574881,403620,217270,263851,835118,1709072,136321,136667,-1,136667,337540,266884,839223,1186287,337540,266884,839223,61070,265682,25009,707668,362419,1227556,1567288,171094,,,,,,,,,,,,,
0078,6806,6767,377410,1688439,527602,69626,958293,18246,121033,120984,1356467,22962,6286,4820,89525,823536,1350871,1811543,75772,465035,114870,1694612,120117,630301,1343789,1151028,1164424,820907,1606343,625549,1698058,526796,303154,373485,958294,1811678,179311,118935,-1,118935,336144,372396,962399,1297373,336144,372396,962399,250975,371422,214188,818754,465025,1350732,1690464,181354,,,,,,,,,,,,,
0079,18506,4887,378157,1689186,528350,74259,959040,14654,121780,117393,1357214,30035,3311,4044,94158,819945,1351618,1807951,80406,461443,111278,1695359,120864,631048,1344536,1151776,1160833,817316,1607090,626296,1698805,527543,303901,374232,959041,1808087,180058,115344,-1,115344,332552,373143,963147,1293782,332552,373143,963147,247383,372169,210597,815163,461434,1351479,1691211,180995,,,,,,,,,,,,,
0080,3948,16130,365352,1676381,515544,70237,946235,27444,108975,130183,1344409,10904,15102,13697,90136,875122,1338813,1820741,76383,474233,124068,1682554,108058,618243,1331731,1138970,1173623,872541,1594285,613491,1685999,514738,291096,361427,946236,1820877,167253,128134,-1,128134,345342,360338,950341,1348959,345342,360338,950341,259654,359364,223387,870340,474224,1338674,1678406,182274,,,,,,,,,,,,,
0081,54300,55563,417052,1728081,567245,20497,997935,56607,160675,159345,1396109,54373,46962,47418,40396,926823,1390513,1849904,26643,503396,153230,1734255,159759,669944,1383431,1190671,1202785,924242,1645986,665191,1737700,566438,342796,413128,997937,1850039,218954,157296,-1,157296,374504,412038,1002042,1400660,374504,412038,1002042,289336,411065,252549,922041,503386,1390375,1730106,185190,,,,,,,,,,,,,
0082,2567125,2578888,2232656,913475,2054831,2634179,1620171,2590201,2457859,2539393,1222269,2566106,2575068,2573662,2654079,1834956,1224261,1975791,2640326,2240967,2547093,907807,2468265,1947779,1230169,1432492,2003377,1840340,980281,1960164,878858,2057632,2339171,2236941,1619651,1975927,2398632,2540686,-1,2540686,2583078,2238684,1617188,1362024,2583078,2238684,1617188,2394492,2237896,2434878,1839978,2240976,1224123,912083,197779,,,,,,,,,,,,,
0084,123288,111760,410185,1663156,546836,171806,965311,101508,232887,11478,1331881,134817,114849,115582,191706,716660,1325648,1704666,177953,358158,3630,1669330,231971,637320,1318516,1178881,1057548,714031,1581061,636085,1672775,546030,359680,406261,965313,1704802,278731,9817,-1,9817,222070,409294,969418,1190497,222070,409294,969418,203480,408092,156417,711878,358149,1325510,1665181,170667,,,,,,,,,,,,,
0086,54298,42769,420274,1731303,570467,102816,1001157,32518,163897,111958,1399331,65827,45859,46592,122716,814510,1393735,1802517,108963,456008,105843,1737477,162981,673166,1386653,1193893,1155398,811881,1649208,668414,1740922,569660,346019,416350,1001159,1802652,222176,109909,-1,109909,298405,415261,1005264,1288347,298405,415261,1005264,243119,414287,206333,809728,455999,1393597,1733328,180452,,,,,,,,,,,,,
0088,30426,18897,396402,1707431,546595,78944,977285,8631,140025,110099,1375459,41955,21987,22719,98843,812651,1369863,1800657,85091,454149,103984,1713605,139109,649294,1362781,1170021,1153539,810022,1625336,644542,1717050,545788,322146,392478,977287,1800793,198304,108050,-1,108050,323547,391389,981392,1286488,323547,391389,981392,240089,390415,203303,807869,454140,1369725,1709456,180266,,,,,,,,,,,,,
0092,687822,676293,488014,1089967,333668,736340,485698,666042,635799,561216,758692,744045,679383,680115,756239,143471,752459,1201299,742486,264247,568915,1096141,646204,300356,745327,647367,554181,140842,1007872,287032,1099586,333430,594529,492300,484577,1201435,576572,562508,-1,562508,580725,494043,487667,617308,580725,494043,487667,520906,493255,564799,138689,264257,752321,1091992,120330,,,,,,,,,,,,,
0094,23198,33928,368254,1679283,518447,90119,949137,45242,111877,147980,1347311,27164,34984,33578,110018,878025,1341715,1838539,96265,492031,141866,1685457,110961,621146,1334633,1141873,1191420,875444,1597188,616393,1688902,517640,293998,364330,949138,1838674,170156,145931,-1,145931,363140,363240,953244,1351862,363140,363240,953244,233536,362266,196749,873242,492021,1341577,1681308,184054,,,,,,,,,,,,,
0097,936685,948447,604345,926345,426520,1003739,241649,947414,827419,837110,595069,935665,944627,943222,1023638,124076,588836,1210715,1009885,530086,844809,932518,837824,336736,581704,403319,524780,129460,844249,323412,935963,429321,710860,608630,240529,1210850,768192,838402,-1,838402,856619,610373,243619,453685,856619,610373,243619,712526,609585,756419,129098,530096,588698,928370,121271,,,,,,,,,,,,,
0099,29219,34073,391972,1703001,542165,45733,972855,35117,135595,137855,1371029,29293,21882,22338,65633,901742,1365433,1828414,51880,481906,131740,1709174,134679,644863,1358351,1165591,1181295,899161,1620905,640111,1712620,541358,317716,388047,972856,1828549,193873,135806,-1,135806,353015,386958,976962,1375580,353015,386958,976962,267846,385984,231059,896960,481896,1365294,1705026,183041,,,,,,,,,,,,,
0101,843630,855393,511291,960474,333466,910685,261394,854360,734365,744056,628502,842611,851573,850167,930584,170686,622906,1218510,916831,526206,751755,966647,744770,243682,615824,423064,571391,176071,878378,230358,970093,336267,617806,515576,260274,1218645,675138,745348,-1,745348,763565,517319,263364,548368,763565,517319,263364,619472,516531,663365,175709,526215,622767,962499,122051,,,,,,,,,,,,,
0102,759276,747748,559469,1018891,405123,807794,448505,737496,707253,632670,687616,815500,750837,751570,827694,72395,681383,1130223,813941,334244,640370,1025065,717659,337760,674250,610174,483105,69766,936796,324436,1028510,404885,665984,563754,447384,1130359,648027,633963,-1,633963,676355,565497,450474,546232,676355,565497,450474,592361,564709,636254,67613,334253,681244,1020916,113222,,,,,,,,,,,,,
0103,802944,814706,468474,883969,290650,869998,153823,826020,693678,807307,551997,801924,810887,809481,889897,335491,546401,1386087,876144,653412,815007,890142,704084,183598,539319,346559,736196,340876,801874,195983,893588,293451,574989,472760,153824,1386222,634451,808599,-1,808599,840052,474503,157930,617874,840052,474503,157930,630311,473715,670697,340513,653421,546263,885994,138809,,,,,,,,,,,,,
0105,459495,447966,472620,1318295,318274,508013,633661,437714,500646,332889,987019,471023,451055,451788,527912,371798,980786,1429627,514159,167957,340588,1324468,511052,305669,973654,834019,782508,369169,1236199,304408,1327913,318036,484130,462915,633662,1429762,441419,334181,-1,334181,352398,478648,637767,845635,352398,478648,637767,348290,477860,333359,367016,167967,980648,1320320,143163,,,,,,,,,,,,,
0106,93270,81741,419772,1689573,556423,141788,987113,71490,202869,40524,1358297,104799,84831,85564,161688,743076,1352065,1731083,147935,384575,34410,1695746,201953,659122,1344932,1179849,1083964,740447,1607477,654369,1699192,555616,369266,415847,987114,1731218,261148,38475,-1,38475,255684,418881,991220,1216914,255684,418881,991220,213067,417678,165753,738294,384565,1351926,1691598,173308,,,,,,,,,,,,,
0107,230229,241991,138321,1466740,305904,297283,736594,253305,120963,288278,1134768,229209,238171,236766,317182,671106,1129172,1729009,303429,471982,293247,1472914,131368,408603,1122090,929330,1081890,668524,1384645,403850,1476359,305097,64065,134397,736596,1729144,61736,289570,-1,289570,480479,133308,740701,1144943,480479,133308,740701,111208,132334,157843,666323,471973,1129034,1468765,173101,,,,,,,,,,,,,
0108,2485,13062,370268,1681297,520460,73881,951151,24376,113891,127114,1349325,15820,12638,11171,93780,880038,1343729,1817673,80028,471165,120999,1687470,112974,623159,1336647,1143886,1170554,877457,1599201,618407,1690915,519654,296012,366343,951152,1817808,172169,125065,-1,125065,342273,365254,955257,1353875,342273,365254,955257,257105,364280,220318,875256,471155,1343590,1683322,181967,,,,,,,,,,,,,
0110,123881,112353,405495,1655144,542146,172400,957299,102101,233480,5252,1323869,135410,115442,116175,192299,708648,1317636,1696655,178546,350146,3964,1661318,232564,629308,1310504,1170869,1049536,706019,1573049,628073,1664763,541339,354989,401570,957301,1696790,274041,4047,-1,4047,221848,404604,961406,1182485,221848,404604,961406,198790,403401,151726,703866,350137,1317498,1657169,169865,,,,,,,,,,,,,
0111,160724,149195,372874,1643581,509525,209242,940215,138944,217746,36237,1312305,172252,152284,153017,229141,697084,1306073,1685091,215388,338583,37883,1649754,216830,612224,1298940,1132951,1037972,694456,1561485,607471,1653200,508718,322368,368949,940216,1685226,241420,37529,-1,37529,251271,371983,944322,1170922,251271,371983,944322,166169,370780,119105,692302,338573,1305934,1645606,168709,,,,,,,,,,,,,
0113,1339167,1350929,1004697,342649,826873,1406221,392213,1362243,1229901,1313484,12870,1338147,1347110,1345704,1426120,609047,7440,904327,1412368,1015057,1321183,348822,1240307,719821,7408,204534,777468,614431,260553,732206,352268,829674,1111212,1008983,391693,904463,1170674,1314776,-1,1314776,1357168,1010726,389229,136114,1357168,1010726,389229,1166534,1009938,1206920,614069,1015067,7302,344674,90633,,,,,,,,,,,,,
0114,49614,38085,415590,1719277,558440,98132,989131,27834,159213,79637,1387305,61142,41175,41907,118031,782189,1381709,1770196,104278,423688,73523,1725450,158297,661139,1374627,1181866,1123077,779560,1637181,656387,1728896,557634,341334,411666,989132,1770331,217492,77588,-1,77588,294797,410576,993237,1256026,294797,410576,993237,215084,409602,178298,777407,423678,1381570,1721302,177220,,,,,,,,,,,,,
0115,40762,29233,406738,1717767,556931,89280,987621,18982,150361,100971,1385795,52291,32323,33055,109179,803523,1380199,1791530,95427,445022,94856,1723941,149445,659630,1373117,1180357,1144411,800894,1635672,654878,1727386,556124,332482,402814,987623,1791665,208640,98922,-1,98922,312463,401725,991728,1277360,312463,401725,991728,228866,400751,192080,798741,445012,1380061,1719792,179353,,,,,,,,,,,,,
0116,153480,141951,488896,1737680,625547,201998,1039835,131700,263079,86416,1406404,165009,145041,145773,193822,791184,1400172,1779190,208145,432682,82148,1743853,262163,711843,1393039,1253405,1132071,788555,1655584,710608,1747299,624740,445201,484971,1039836,1779325,321358,86581,-1,86581,198100,488005,1043941,1265021,198100,488005,1043941,282191,486802,235127,786401,432672,1400033,1739705,178119,,,,,,,,,,,,,
0117,326381,338144,44031,1379721,218885,393436,649575,349458,217116,360758,1047749,325362,334324,332919,413335,584087,1042153,1641990,399582,503172,365727,1385895,227521,321584,1035071,842311,994871,581505,1297626,316831,1389340,218078,81044,40106,649577,1642125,157889,362050,-1,362050,527150,43140,653682,1057924,527150,43140,653682,167284,41937,207670,579304,503163,1042015,1381746,164399,,,,,,,,,,,,,
0119,655607,667369,321137,1111665,143312,722661,381519,677270,546341,584979,779693,654587,663549,662144,742560,225403,774097,1283307,728807,431062,592679,1117839,556746,53528,767015,574255,636188,222822,1029570,40204,1121284,146113,427652,325422,381520,1283442,487114,586272,-1,586272,617702,327165,385626,699240,617702,327165,385626,442382,326377,486275,220621,431071,773959,1113690,128531,,,,,,,,,,,,,
0122,62248,50719,426881,1737910,577073,69875,1007764,51763,170503,154502,1405938,64202,44920,45376,76137,857054,1400342,1845060,67251,498552,148387,1744083,169587,679772,1393259,1200499,1197942,854425,1655814,675020,1747528,576267,352625,422956,1007765,1845196,228782,152453,-1,152453,327138,421867,1011870,1330891,327138,421867,1011870,284492,420893,247706,852271,498543,1400203,1739935,184706,,,,,,,,,,,,,
0123,45427,40751,408180,1719209,558372,47630,989063,41795,151802,144533,1387237,45501,34952,35408,67529,847085,1381641,1835092,53776,488584,138418,1725382,150886,661071,1374558,1181798,1187973,844456,1637113,656319,1728827,557566,333924,404255,989064,1835227,210081,142484,-1,142484,349905,403166,993169,1320922,349905,403166,993169,274524,402192,237737,842303,488574,1381502,1721234,183709,,,,,,,,,,,,,
0124,59186,60449,421938,1732967,572131,13393,1002821,61492,165561,164231,1400995,59259,51848,52304,33292,931709,1395399,1854790,19539,508281,158116,1739141,164645,674830,1388317,1195557,1207671,929127,1650872,670077,1742586,571324,347682,418014,1002822,1854925,223840,162182,-1,162182,379390,416924,1006928,1405546,379390,416924,1006928,294222,415950,257435,926926,508272,1395261,1734992,185679,,,,,,,,,,,,,
0125,48007,59769,325578,1636607,475771,115061,906461,71083,69201,173821,1304635,46987,55950,54544,134960,835349,1299039,1832853,121207,486345,167707,1642781,68285,578470,1291957,1099197,1185734,832768,1554512,573717,1646226,474964,251322,321654,906463,1832988,127480,171772,-1,171772,388981,320565,910568,1309186,388981,320565,910568,219881,319591,165774,830567,486335,1298901,1638632,183485,,,,,,,,,,,,,
0126,127115,115587,404155,1652939,540806,175634,955094,105335,236715,1698,1321664,138644,118676,119409,195533,706443,1315431,1694450,181780,347941,6115,1659113,235798,627103,1308299,1168664,1047331,703814,1570844,625868,1662558,539999,353650,400231,955096,1694585,272701,5269,-1,5269,220535,403264,959201,1180280,220535,403264,959201,197450,402062,150387,701661,347932,1315293,1654964,169645,,,,,,,,,,,,,
0127,23980,35742,370659,1681688,520852,66453,951542,44766,114282,147504,1349716,7980,22254,22710,86352,880430,1344120,1838063,72600,491555,141390,1687862,113366,623551,1337038,1144278,1190944,877848,1599593,618798,1691307,520045,296403,366735,951543,1838198,172561,145455,-1,145455,362664,365645,955649,1354267,362664,365645,955649,264961,364671,216959,875647,491545,1343982,1683713,184006,,,,,,,,,,,,,
0128,16623,15376,382558,1693587,532751,56290,963441,25144,126181,127882,1361615,19879,9282,9738,76190,892329,1356019,1818441,62437,471933,121768,1699761,125265,635450,1348937,1156177,1171322,889748,1611492,630698,1703206,531944,308303,378634,963443,1818576,184460,125833,-1,125833,343042,377545,967548,1366166,343042,377545,967548,257873,376571,221086,887547,471923,1355881,1695612,182044,,,,,,,,,,,,,
0129,631238,643001,296769,1087297,118944,698292,357151,654315,521972,609246,755325,630219,639181,637775,718192,249670,749729,1307573,704439,455328,616945,1093470,532378,29159,742647,549887,660455,247089,1005201,15835,1096916,121745,403284,301054,357152,1307709,462746,610538,-1,610538,641968,302797,361258,723507,641968,302797,361258,458605,302009,498991,244888,455338,749590,1089322,130957,,,,,,,,,,,,,
0130,35013,34484,397766,1708795,547959,43045,978649,35528,141389,138267,1376823,35087,37613,38345,62945,840819,1371227,1828825,49192,482317,132152,1714968,140473,650657,1364145,1171385,1181707,838190,1626699,645905,1718414,547152,323510,393841,978650,1828961,199667,136218,-1,136218,353426,392752,982756,1314656,353426,392752,982756,268257,391778,231471,836036,482308,1371088,1710820,183082,,,,,,,,,,,,,
0131,57356,45827,423332,1735127,574291,105874,1004981,35576,166955,83624,1403155,68885,48917,49649,125773,786176,1397559,1774183,112021,427675,77510,1741301,166039,676990,1390477,1197717,1127064,783548,1653032,672238,1744746,573484,349077,419408,1004983,1774318,225234,81575,-1,81575,298784,418319,1009088,1260014,298784,418319,1009088,230935,417345,194148,781394,427665,1397421,1737152,177618,,,,,,,,,,,,,
0132,213414,201885,547612,1796396,684263,261932,1098551,191634,323013,145132,1465120,224942,204974,205707,253756,849899,1458888,1837906,268078,491398,140864,1802569,322097,770559,1451755,1312121,1190787,847271,1714300,769324,1806015,683456,505134,543687,1098552,1838041,381291,145297,-1,145297,197715,546721,1102657,1323737,197715,546721,1102657,340907,545518,293843,845117,491388,1458749,1798421,183991,,,,,,,,,,,,,
0134,489970,478441,661461,1548625,679900,538488,945814,468190,562455,362550,1217350,501499,481531,482264,558388,602129,1211117,1542400,544635,195892,369113,1554799,561539,667296,1203984,1107483,895282,599500,1466530,666034,1558244,679662,636712,657536,944693,1542536,555763,382882,-1,382882,202388,660569,947783,1075966,202388,660569,947783,457902,659367,414364,597347,195883,1210978,1550650,154440,,,,,,,,,,,,,
0135,647388,659150,312918,1068024,135094,714442,337878,670464,538122,651751,736052,646368,655331,653925,734341,303964,730456,1361867,720588,497856,659451,1074198,548528,27289,723374,530614,714749,301383,985929,40427,1077643,137895,419433,317204,337879,1362003,478895,653043,-1,653043,684496,318947,341985,777801,684496,318947,341985,474755,318159,515141,299182,497865,730318,1070049,136387,,,,,,,,,,,,,
0136,1501380,1513142,1166910,178186,989086,1568434,554426,1524456,1392114,1473648,156524,1500361,1509323,1507917,1588333,769211,158516,1064491,1574581,1175221,1481348,184360,1402520,882034,164423,366747,937632,774595,96091,894419,187805,991887,1273426,1171196,553906,1064627,1332887,1474940,-1,1474940,1517333,1172939,551442,296279,1517333,1172939,551442,1328747,1172151,1369133,774233,1175231,158378,180211,106649,,,,,,,,,,,,,
0140,13943,16745,381634,1692663,531827,87567,962518,28059,125257,111101,1360691,27187,24585,25317,107466,813653,1355095,1801660,93713,455152,104986,1698837,124341,634526,1348013,1155253,1154541,811024,1610568,629774,1702282,531020,307379,377710,962519,1801795,183536,109052,-1,109052,326261,376621,966624,1287490,326261,376621,966624,241092,375647,204305,808871,455142,1354957,1694688,180366,,,,,,,,,,,,,
0141,1329451,1380420,994982,469089,817157,1396505,382497,1370168,1220185,1265342,137813,1328432,1337394,1335988,1416405,560905,131581,856186,1402652,966916,1273042,475262,1230591,710105,124448,194818,729326,566289,386993,722490,478708,819958,1101497,999267,381977,856321,1160958,1266635,-1,1266635,1309027,1001010,379514,87973,1309027,1001010,379514,1214271,1000222,1258164,565927,966925,131442,471114,85818,,,,,,,,,,,,,
0142,442430,430902,543972,1432264,563539,490949,829452,420650,496690,315824,1100988,453959,433991,434724,510848,485767,1094755,1426039,497095,79531,323524,1438437,495774,550934,1087623,991122,778920,483138,1350168,549673,1441882,563301,534810,540048,828332,1426174,453862,317117,-1,317117,262892,543081,831422,959604,262892,543081,831422,360732,541879,348599,480985,79521,1094617,1434289,142804,,,,,,,,,,,,,
0143,19474,18619,379815,1690844,530008,58724,960698,28386,123438,131125,1358872,17136,12525,12981,78623,889586,1353276,1821684,64870,475175,125010,1697018,122522,632707,1346194,1153434,1174565,887005,1608749,627955,1700463,529201,305560,375891,960700,1821819,181717,129076,-1,129076,346284,374802,964805,1363423,346284,374802,964805,274118,373828,224329,884804,475166,1353138,1692869,182368,,,,,,,,,,,,,
0144,472551,461023,544587,1353029,484304,521070,750217,450771,513703,345945,1021753,484080,464112,464845,540969,406532,1015520,1346726,527216,297,353645,1359202,524109,471699,1008388,911887,699607,403903,1270933,470438,1362647,484066,535425,540662,749097,1346861,454476,347238,-1,347238,342190,543696,752187,880369,342190,543696,752187,361347,542493,346416,401750,288,1015382,1355054,134873,,,,,,,,,,,,,
0145,71613,60084,433762,1731249,570413,120131,1001103,49833,181212,75107,1399277,83141,63174,63906,140030,777659,1393681,1765666,126277,419158,68992,1737423,180296,673112,1386599,1193839,1118547,775030,1649154,668359,1740868,569606,363333,429837,1001105,1765801,239491,73058,-1,73058,290267,432575,1005210,1251496,290267,432575,1005210,227057,431601,190270,772877,419148,1393543,1733274,176766,,,,,,,,,,,,,
0146,165759,154231,458018,1695894,594669,214278,998049,143979,275359,57286,1364619,177288,157320,158053,234177,749398,1358386,1737404,220424,390896,53017,1702068,274443,670058,1351253,1211619,1090286,746769,1613799,668822,1705513,593862,407512,454093,998050,1737540,326564,57451,-1,57451,199183,457127,1002156,1223235,199183,457127,1002156,251313,455924,204249,744616,390887,1358248,1697919,173940,,,,,,,,,,,,,
